Id_Comanda;Giorno;Id_dipendente;Tavolo;OrdineCibo;Ordinebevanda;Id_provider
8474;22/05/2022;4;8;14;37;4
8475;22/05/2022;4;8;8;34;3
8476;22/05/2022;2;8;13;39;1
8477;22/05/2022;3;9;3;34;1
8478;22/05/2022;3;9;29;39;3
8479;22/05/2022;4;9;24;34;2
8480;22/05/2022;3;9;18;36;2
8481;22/05/2022;3;9;31;36;4
8482;22/05/2022;2;9;25;39;1
8483;22/05/2022;3;9;23;34;4
8484;22/05/2022;2;10;30;35;1
8485;22/05/2022;2;10;16;35;1
8486;22/05/2022;2;10;8;34;4
8487;22/05/2022;2;10;28;34;3
8488;22/05/2022;2;10;9;33;1
8489;23/05/2022;3;1;31;37;1
8490;23/05/2022;3;1;23;37;2
8491;23/05/2022;2;1;20;36;4
8492;23/05/2022;4;1;32;39;5
8493;23/05/2022;3;1;8;35;1
8494;23/05/2022;4;1;17;39;5
8495;23/05/2022;4;1;1;36;4
8496;23/05/2022;3;1;17;37;1
8497;23/05/2022;4;1;26;36;2
8498;23/05/2022;4;2;19;33;4
8499;23/05/2022;4;2;1;38;5
8500;23/05/2022;3;2;22;38;1
8501;23/05/2022;3;2;8;35;2
8502;23/05/2022;2;2;6;37;5
8503;23/05/2022;3;2;11;34;3
8504;23/05/2022;3;2;6;34;4
8505;23/05/2022;2;2;18;34;1
8506;23/05/2022;3;2;15;35;1
8507;23/05/2022;4;2;11;35;4
8508;23/05/2022;2;3;29;33;5
8509;23/05/2022;3;3;20;33;5
8510;23/05/2022;4;3;5;37;5
8511;23/05/2022;2;3;29;37;2
8512;23/05/2022;4;3;13;37;1
8513;23/05/2022;3;3;31;35;1
8514;23/05/2022;2;4;23;39;2
8515;23/05/2022;2;4;31;36;1
8516;23/05/2022;3;4;26;36;1
8517;23/05/2022;4;4;20;33;3
8518;23/05/2022;2;5;25;38;1
8519;23/05/2022;4;5;5;38;1
8520;23/05/2022;3;5;14;36;5
8521;23/05/2022;4;6;27;34;2
8522;23/05/2022;4;6;19;39;2
8523;23/05/2022;3;6;12;38;1
8524;23/05/2022;3;6;3;36;1
8525;23/05/2022;2;6;26;35;1
8526;23/05/2022;4;6;12;35;1
8527;23/05/2022;2;7;31;39;3
8528;23/05/2022;3;7;2;33;1
8529;23/05/2022;3;7;25;37;4
8530;23/05/2022;3;7;17;38;5
8531;23/05/2022;2;7;13;37;1
8532;23/05/2022;3;8;13;35;3
8533;23/05/2022;2;8;11;37;4
8534;23/05/2022;3;8;19;36;1
8535;23/05/2022;2;8;8;39;1
8536;23/05/2022;2;8;25;35;3
8537;23/05/2022;4;8;27;33;5
8538;23/05/2022;2;9;26;36;1
8539;23/05/2022;3;9;23;38;3
8540;23/05/2022;2;9;25;36;2
8541;23/05/2022;3;9;15;38;5
8542;23/05/2022;4;9;26;37;5
8543;23/05/2022;3;9;31;33;1
8544;23/05/2022;3;9;0;36;1
8545;23/05/2022;2;9;28;35;3
8546;23/05/2022;4;9;24;33;2
8547;23/05/2022;2;9;29;35;1
8548;23/05/2022;4;10;19;35;1
8549;23/05/2022;2;10;22;38;3
8550;23/05/2022;3;10;21;36;1
8551;23/05/2022;4;10;0;33;1
8552;23/05/2022;3;10;12;37;5
8553;23/05/2022;2;10;23;38;2
8554;24/05/2022;3;1;7;39;3
8555;24/05/2022;4;1;20;37;4
8556;24/05/2022;3;1;30;34;3
8557;24/05/2022;3;1;13;35;1
8558;24/05/2022;3;2;0;38;1
8559;24/05/2022;4;2;23;36;4
8560;24/05/2022;4;2;23;35;3
8561;24/05/2022;4;2;29;36;1
8562;24/05/2022;2;2;20;35;3
8563;24/05/2022;4;2;14;38;2
8564;24/05/2022;3;3;18;38;1
8565;24/05/2022;3;3;3;35;1
8566;24/05/2022;2;3;10;39;3
8567;24/05/2022;4;3;30;38;4
8568;24/05/2022;3;3;26;33;4
8569;24/05/2022;2;3;22;38;5
8570;24/05/2022;4;4;21;37;1
8571;24/05/2022;3;4;8;39;1
8572;24/05/2022;3;4;3;37;2
8573;24/05/2022;4;4;16;34;2
8574;24/05/2022;3;4;15;33;1
8575;24/05/2022;4;4;20;35;1
8576;24/05/2022;3;4;3;37;5
8577;24/05/2022;4;4;10;35;1
8578;24/05/2022;3;5;4;39;2
8579;24/05/2022;4;5;32;35;4
8580;24/05/2022;2;5;31;35;2
8581;24/05/2022;2;6;15;39;2
8582;24/05/2022;3;6;1;36;1
8583;24/05/2022;3;6;18;36;1
8584;24/05/2022;2;6;31;39;1
8585;24/05/2022;2;7;26;38;4
8586;24/05/2022;2;7;24;37;1
8587;24/05/2022;3;7;28;36;1
8588;24/05/2022;3;7;21;35;1
8589;24/05/2022;3;8;4;33;3
8590;24/05/2022;4;9;15;34;1
8591;24/05/2022;2;9;15;34;3
8592;24/05/2022;3;10;6;36;1
8593;24/05/2022;3;10;21;33;4
8594;24/05/2022;2;10;24;33;4
8595;24/05/2022;4;10;4;37;2
8596;25/05/2022;4;1;14;37;4
8597;25/05/2022;2;1;10;33;5
8598;25/05/2022;2;1;23;39;1
8599;25/05/2022;4;1;24;36;3
8600;25/05/2022;2;1;29;38;4
8601;25/05/2022;2;1;9;38;2
8602;25/05/2022;4;2;7;38;1
8603;25/05/2022;2;2;9;34;5
8604;25/05/2022;2;2;26;34;1
8605;25/05/2022;2;2;0;39;1
8606;25/05/2022;4;2;24;37;4
8607;25/05/2022;2;2;6;37;2
8608;25/05/2022;3;2;31;38;1
8609;25/05/2022;4;3;15;34;3
8610;25/05/2022;4;3;14;33;2
8611;25/05/2022;2;3;15;38;4
8612;25/05/2022;2;3;4;33;1
8613;25/05/2022;2;3;6;34;4
8614;25/05/2022;3;3;23;37;2
8615;25/05/2022;3;4;17;38;3
8616;25/05/2022;4;4;0;34;1
8617;25/05/2022;3;4;3;38;2
8618;25/05/2022;3;4;4;34;4
8619;25/05/2022;3;4;19;39;3
8620;25/05/2022;2;4;26;35;1
8621;25/05/2022;2;4;10;36;4
8622;25/05/2022;4;4;15;33;1
8623;25/05/2022;2;5;21;34;2
8624;25/05/2022;2;5;4;39;5
8625;25/05/2022;4;5;9;33;4
8626;25/05/2022;3;5;8;38;1
8627;25/05/2022;2;6;20;34;5
8628;25/05/2022;3;6;5;33;1
8629;25/05/2022;3;6;23;33;1
8630;25/05/2022;2;6;15;36;4
8631;25/05/2022;3;6;4;38;1
8632;25/05/2022;4;6;13;34;4
8633;25/05/2022;3;7;30;36;2
8634;25/05/2022;4;7;21;33;1
8635;25/05/2022;3;7;9;34;1
8636;25/05/2022;3;8;15;34;2
8637;25/05/2022;4;8;23;33;1
8638;25/05/2022;4;8;19;33;3
8639;25/05/2022;2;8;17;35;2
8640;25/05/2022;4;8;1;39;1
8641;25/05/2022;2;8;4;33;4
8642;25/05/2022;4;9;26;33;4
8643;25/05/2022;4;9;10;39;4
8644;25/05/2022;3;9;31;39;5
8645;25/05/2022;2;10;29;39;4
8646;25/05/2022;2;10;19;35;1
8647;25/05/2022;2;10;28;37;2
8648;25/05/2022;4;10;22;35;3
8649;25/05/2022;2;10;30;35;5
8650;26/05/2022;2;1;5;37;1
8651;26/05/2022;2;1;3;37;1
8652;26/05/2022;3;1;5;37;3
8653;26/05/2022;3;2;2;38;1
8654;26/05/2022;2;2;18;37;2
8655;26/05/2022;2;2;7;36;1
8656;26/05/2022;2;2;10;35;4
8657;26/05/2022;3;2;24;35;3
8658;26/05/2022;4;2;2;36;1
8659;26/05/2022;2;2;23;39;5
8660;26/05/2022;4;2;16;39;1
8661;26/05/2022;3;3;21;38;5
8662;26/05/2022;2;3;1;34;2
8663;26/05/2022;4;3;16;34;5
8664;26/05/2022;4;3;17;36;4
8665;26/05/2022;3;3;21;33;1
8666;26/05/2022;3;4;24;39;3
8667;26/05/2022;2;4;2;36;1
8668;26/05/2022;3;4;26;35;1
8669;26/05/2022;2;4;28;38;5
8670;26/05/2022;2;4;8;38;3
8671;26/05/2022;3;4;18;39;3
8672;26/05/2022;3;4;26;34;3
8673;26/05/2022;2;5;16;36;1
8674;26/05/2022;3;5;32;37;1
8675;26/05/2022;3;5;24;34;4
8676;26/05/2022;4;5;27;36;5
8677;26/05/2022;4;5;29;34;1
8678;26/05/2022;2;5;32;35;1
8679;26/05/2022;3;5;9;36;3
8680;26/05/2022;2;5;7;38;3
8681;26/05/2022;3;5;6;34;2
8682;26/05/2022;3;6;23;37;1
8683;26/05/2022;3;6;20;33;1
8684;26/05/2022;3;6;27;34;2
8685;26/05/2022;4;6;17;37;1
8686;26/05/2022;4;6;13;39;4
8687;26/05/2022;3;6;21;33;1
8688;26/05/2022;3;6;32;36;1
8689;26/05/2022;2;6;7;37;2
8690;26/05/2022;3;6;14;34;1
8691;26/05/2022;4;6;28;38;3
8692;26/05/2022;3;7;6;39;1
8693;26/05/2022;2;8;4;36;5
8694;26/05/2022;3;8;32;39;1
8695;26/05/2022;2;8;11;37;1
8696;26/05/2022;4;8;29;34;5
8697;26/05/2022;4;8;1;33;1
8698;26/05/2022;2;9;10;35;3
8699;26/05/2022;2;9;13;36;1
8700;26/05/2022;4;9;1;37;1
8701;26/05/2022;3;9;8;39;5
8702;26/05/2022;4;9;15;39;3
8703;26/05/2022;2;9;19;38;2
8704;26/05/2022;3;10;17;38;1
8705;26/05/2022;2;10;30;34;1
8706;26/05/2022;4;10;30;37;4
8707;26/05/2022;2;10;3;35;3
8708;27/05/2022;3;1;11;34;1
8709;27/05/2022;3;1;12;35;1
8710;27/05/2022;4;1;23;37;5
8711;27/05/2022;4;1;15;35;2
8712;27/05/2022;4;1;25;38;1
8713;27/05/2022;3;1;1;34;4
8714;27/05/2022;4;1;25;36;1
8715;27/05/2022;2;1;29;38;5
8716;27/05/2022;3;1;22;36;4
8717;27/05/2022;2;2;24;37;3
8718;27/05/2022;2;2;14;37;4
8719;27/05/2022;2;2;15;38;3
8720;27/05/2022;3;2;16;34;5
8721;27/05/2022;2;2;27;35;2
8722;27/05/2022;3;3;0;37;1
8723;27/05/2022;2;3;21;39;1
8724;27/05/2022;4;3;5;35;1
8725;27/05/2022;3;3;6;34;5
8726;27/05/2022;4;3;5;34;4
8727;27/05/2022;2;3;10;36;1
8728;27/05/2022;2;3;7;36;1
8729;27/05/2022;3;4;28;37;2
8730;27/05/2022;2;4;28;35;3
8731;27/05/2022;4;4;20;39;1
8732;27/05/2022;3;4;32;37;1
8733;27/05/2022;4;5;2;38;3
8734;27/05/2022;3;5;15;36;1
8735;27/05/2022;4;5;3;36;1
8736;27/05/2022;4;5;27;36;2
8737;27/05/2022;3;5;4;36;3
8738;27/05/2022;2;5;1;34;4
8739;27/05/2022;2;5;23;35;1
8740;27/05/2022;2;5;7;37;3
8741;27/05/2022;3;6;2;36;5
8742;27/05/2022;3;6;24;34;1
8743;27/05/2022;4;6;14;33;5
8744;27/05/2022;4;6;14;38;1
8745;27/05/2022;3;6;9;35;5
8746;27/05/2022;3;6;0;36;2
8747;27/05/2022;3;6;13;33;1
8748;27/05/2022;2;7;25;33;1
8749;27/05/2022;4;7;16;39;1
8750;27/05/2022;2;7;10;35;1
8751;27/05/2022;2;7;25;33;3
8752;27/05/2022;3;7;6;34;5
8753;27/05/2022;4;7;22;35;5
8754;27/05/2022;4;7;21;34;2
8755;27/05/2022;4;7;7;33;1
8756;27/05/2022;3;7;18;38;2
8757;27/05/2022;4;7;2;35;1
8758;27/05/2022;2;7;22;36;1
8759;27/05/2022;4;7;3;38;1
8760;27/05/2022;2;8;27;37;1
8761;27/05/2022;2;8;5;38;3
8762;27/05/2022;2;8;12;36;1
8763;27/05/2022;2;8;6;37;3
8764;27/05/2022;3;8;16;38;4
8765;27/05/2022;3;8;25;39;4
8766;27/05/2022;2;8;10;34;4
8767;27/05/2022;4;8;27;37;1
8768;27/05/2022;4;9;7;36;1
8769;27/05/2022;3;9;13;33;1
8770;27/05/2022;4;10;0;37;1
8771;27/05/2022;3;10;0;33;4
8772;28/05/2022;3;1;18;38;1
8773;28/05/2022;2;1;26;38;2
8774;28/05/2022;3;1;18;33;2
8775;28/05/2022;3;1;18;37;1
8776;28/05/2022;3;1;20;37;1
8777;28/05/2022;4;1;6;38;4
8778;28/05/2022;3;1;11;34;4
8779;28/05/2022;4;1;17;33;3
8780;28/05/2022;4;2;0;34;5
8781;28/05/2022;4;2;21;38;1
8782;28/05/2022;3;2;11;39;3
8783;28/05/2022;4;2;6;37;1
8784;28/05/2022;2;3;25;37;5
8785;28/05/2022;3;3;5;36;1
8786;28/05/2022;4;3;24;36;1
8787;28/05/2022;4;3;5;38;1
8788;28/05/2022;4;3;28;37;1
8789;28/05/2022;2;3;25;34;5
8790;28/05/2022;3;3;16;38;4
8791;28/05/2022;3;3;31;39;1
8792;28/05/2022;4;4;31;38;1
8793;28/05/2022;3;5;0;36;5
8794;28/05/2022;2;5;2;34;1
8795;28/05/2022;2;5;2;34;3
8796;28/05/2022;3;5;1;33;2
8797;28/05/2022;3;5;16;33;3
8798;28/05/2022;2;5;14;33;2
8799;28/05/2022;3;5;30;33;1
8800;28/05/2022;2;6;29;33;1
8801;28/05/2022;2;6;3;34;4
8802;28/05/2022;2;6;30;33;2
8803;28/05/2022;2;6;18;35;5
8804;28/05/2022;4;6;19;35;3
8805;28/05/2022;3;7;2;39;5
8806;28/05/2022;2;7;10;38;4
8807;28/05/2022;3;7;13;35;2
8808;28/05/2022;4;7;28;34;1
8809;28/05/2022;2;7;17;39;1
8810;28/05/2022;4;7;26;36;5
8811;28/05/2022;3;7;25;39;1
8812;28/05/2022;3;8;12;35;1
8813;28/05/2022;4;8;28;34;1
8814;28/05/2022;2;8;8;33;4
8815;28/05/2022;4;8;18;33;1
8816;28/05/2022;2;8;27;33;4
8817;28/05/2022;2;8;6;33;1
8818;28/05/2022;3;8;18;33;5
8819;28/05/2022;4;9;2;38;1
8820;28/05/2022;4;9;6;35;1
8821;28/05/2022;4;9;12;37;4
8822;28/05/2022;2;10;20;39;4
8823;28/05/2022;3;10;4;38;1
8824;28/05/2022;3;10;7;38;1
8825;28/05/2022;3;10;30;37;1
8826;28/05/2022;3;10;18;33;1
8827;28/05/2022;3;10;19;36;3
8828;28/05/2022;3;10;2;39;3
8829;28/05/2022;3;10;11;39;4
8830;28/05/2022;3;10;1;35;5
8831;28/05/2022;4;10;28;34;5
8832;29/05/2022;3;1;20;35;5
8833;29/05/2022;4;1;12;34;2
8834;29/05/2022;3;1;8;38;2
8835;29/05/2022;4;2;20;35;3
8836;29/05/2022;4;2;23;38;1
8837;29/05/2022;3;2;17;34;1
8838;29/05/2022;2;2;21;33;1
8839;29/05/2022;4;2;8;38;1
8840;29/05/2022;2;2;19;37;1
8841;29/05/2022;2;3;9;34;3
8842;29/05/2022;4;3;5;33;2
8843;29/05/2022;2;3;30;33;5
8844;29/05/2022;3;3;18;36;1
8845;29/05/2022;3;3;28;35;5
8846;29/05/2022;4;3;10;35;5
8847;29/05/2022;2;3;28;33;1
8848;29/05/2022;2;4;30;36;2
8849;29/05/2022;4;4;11;34;4
8850;29/05/2022;2;4;6;38;4
8851;29/05/2022;3;4;24;37;1
8852;29/05/2022;4;4;2;33;4
8853;29/05/2022;4;5;15;35;1
8854;29/05/2022;2;5;25;38;3
8855;29/05/2022;2;5;6;35;1
8856;29/05/2022;3;5;22;37;1
8857;29/05/2022;2;5;25;33;2
8858;29/05/2022;4;5;4;36;4
8859;29/05/2022;2;5;16;35;1
8860;29/05/2022;2;5;31;38;4
8861;29/05/2022;4;6;21;37;4
8862;29/05/2022;2;6;26;33;1
8863;29/05/2022;3;6;28;38;1
8864;29/05/2022;4;6;9;33;5
8865;29/05/2022;4;7;17;38;3
8866;29/05/2022;3;7;29;37;1
8867;29/05/2022;4;7;32;35;2
8868;29/05/2022;4;7;15;36;4
8869;29/05/2022;4;7;11;34;1
8870;29/05/2022;3;7;26;35;1
8871;29/05/2022;4;7;16;39;1
8872;29/05/2022;3;8;17;36;1
8873;29/05/2022;3;8;7;36;1
8874;29/05/2022;4;9;7;37;2
8875;29/05/2022;3;9;27;37;2
8876;29/05/2022;3;9;7;39;2
8877;29/05/2022;2;9;16;37;5
8878;29/05/2022;4;9;1;35;1
8879;29/05/2022;2;9;6;39;4
8880;29/05/2022;4;9;19;35;5
8881;29/05/2022;3;9;19;34;1
8882;29/05/2022;3;9;32;35;1
8883;29/05/2022;4;10;4;36;1
8884;29/05/2022;3;10;27;38;1
8885;29/05/2022;3;10;6;38;4
8886;29/05/2022;4;10;17;36;4
8887;29/05/2022;4;10;13;36;5
8888;29/05/2022;2;10;21;37;5
8889;30/05/2022;2;1;1;34;1
8890;30/05/2022;3;1;6;33;3
8891;30/05/2022;4;1;2;38;1
8892;30/05/2022;4;1;4;37;4
8893;30/05/2022;4;1;8;38;2
8894;30/05/2022;2;2;6;36;1
8895;30/05/2022;3;2;26;39;4
8896;30/05/2022;2;2;9;36;4
8897;30/05/2022;2;3;3;39;5
8898;30/05/2022;2;3;31;33;5
8899;30/05/2022;4;3;15;39;5
8900;30/05/2022;4;3;24;37;1
8901;30/05/2022;3;3;5;35;2
8902;30/05/2022;3;3;3;35;1
8903;30/05/2022;3;3;2;35;4
8904;30/05/2022;4;3;25;35;1
8905;30/05/2022;2;4;22;38;1
8906;30/05/2022;2;4;4;39;3
8907;30/05/2022;2;4;13;37;2
8908;30/05/2022;2;4;1;35;1
8909;30/05/2022;3;4;13;36;1
8910;30/05/2022;2;5;26;35;4
8911;30/05/2022;2;5;0;34;3
8912;30/05/2022;3;5;12;36;3
8913;30/05/2022;3;5;18;33;2
8914;30/05/2022;2;5;2;39;5
8915;30/05/2022;2;5;3;33;1
8916;30/05/2022;3;5;31;33;5
8917;30/05/2022;3;6;5;34;1
8918;30/05/2022;3;6;18;34;3
8919;30/05/2022;3;6;3;36;5
8920;30/05/2022;3;7;16;33;1
8921;30/05/2022;2;7;24;33;4
8922;30/05/2022;4;7;24;34;1
8923;30/05/2022;4;7;30;35;5
8924;30/05/2022;2;8;17;39;4
8925;30/05/2022;3;8;20;35;4
8926;30/05/2022;3;8;1;36;3
8927;30/05/2022;2;8;5;37;2
8928;30/05/2022;4;8;17;35;1
8929;30/05/2022;4;8;23;37;1
8930;30/05/2022;4;8;14;36;5
8931;30/05/2022;4;8;14;33;4
8932;30/05/2022;3;8;20;36;2
8933;30/05/2022;3;8;16;37;4
8934;30/05/2022;4;8;13;33;3
8935;30/05/2022;2;8;28;36;1
8936;30/05/2022;3;8;22;39;3
8937;30/05/2022;4;9;24;34;2
8938;30/05/2022;3;9;14;35;1
8939;30/05/2022;4;9;15;33;3
8940;30/05/2022;3;9;9;38;3
8941;30/05/2022;3;9;18;38;2
8942;30/05/2022;2;9;4;39;1
8943;30/05/2022;3;9;22;35;2
8944;30/05/2022;2;9;15;33;1
8945;30/05/2022;3;10;12;39;1
8946;30/05/2022;2;10;31;36;1
8947;30/05/2022;2;10;26;34;4
8948;30/05/2022;3;10;14;34;5
8949;30/05/2022;2;10;12;37;1
8950;30/05/2022;3;10;1;35;3
8951;31/05/2022;4;1;28;35;2
8952;31/05/2022;2;1;27;35;1
8953;31/05/2022;4;1;9;33;5
8954;31/05/2022;2;2;8;38;2
8955;31/05/2022;3;2;7;34;1
8956;31/05/2022;3;2;1;39;1
8957;31/05/2022;4;2;16;39;4
8958;31/05/2022;4;2;29;38;1
8959;31/05/2022;3;2;26;34;4
8960;31/05/2022;4;2;8;38;1
8961;31/05/2022;4;2;21;36;4
8962;31/05/2022;2;2;5;35;4
8963;31/05/2022;2;2;20;39;1
8964;31/05/2022;4;2;20;35;1
8965;31/05/2022;3;2;12;38;5
8966;31/05/2022;2;2;18;35;1
8967;31/05/2022;3;2;7;35;1
8968;31/05/2022;4;2;30;35;2
8969;31/05/2022;4;3;2;34;5
8970;31/05/2022;3;3;12;34;1
8971;31/05/2022;4;3;27;37;4
8972;31/05/2022;3;3;12;38;1
8973;31/05/2022;3;3;18;39;1
8974;31/05/2022;4;3;3;33;5
8975;31/05/2022;2;3;8;36;1
8976;31/05/2022;3;3;16;39;5
8977;31/05/2022;3;4;5;35;5
8978;31/05/2022;2;4;7;33;2
8979;31/05/2022;3;4;0;37;5
8980;31/05/2022;3;4;8;37;2
8981;31/05/2022;2;4;17;38;3
8982;31/05/2022;2;4;14;33;2
8983;31/05/2022;3;5;15;34;1
8984;31/05/2022;2;5;18;36;1
8985;31/05/2022;2;5;13;36;4
8986;31/05/2022;4;5;4;37;1
8987;31/05/2022;2;6;27;33;2
8988;31/05/2022;4;6;12;36;2
8989;31/05/2022;2;6;4;34;3
8990;31/05/2022;3;7;9;37;1
8991;31/05/2022;2;7;31;39;4
8992;31/05/2022;2;8;17;33;4
8993;31/05/2022;3;8;5;36;4
8994;31/05/2022;2;8;22;34;4
8995;31/05/2022;4;8;12;37;3
8996;31/05/2022;2;8;12;38;1
8997;31/05/2022;4;8;15;33;1
8998;31/05/2022;4;8;22;39;2
8999;31/05/2022;2;8;27;39;5
9000;31/05/2022;3;8;0;34;5
9001;31/05/2022;3;8;13;35;1
9002;31/05/2022;2;9;18;36;3
9003;31/05/2022;4;9;21;39;1
9004;31/05/2022;2;9;12;36;1
9005;31/05/2022;4;9;14;33;1
9006;31/05/2022;3;9;22;39;5
9007;31/05/2022;2;9;29;36;5
9008;31/05/2022;3;9;23;39;1
9009;31/05/2022;2;9;17;38;1
9010;31/05/2022;4;9;28;37;2
9011;31/05/2022;4;9;20;34;2
9012;31/05/2022;2;9;25;37;1
9013;31/05/2022;2;10;1;33;4
9014;31/05/2022;4;10;5;35;1
9015;31/05/2022;4;10;20;35;1
9016;31/05/2022;4;10;28;38;1
9017;31/05/2022;3;10;3;37;4
9018;31/05/2022;4;10;32;37;4
9019;31/05/2022;4;10;9;38;1
9020;31/05/2022;2;10;17;35;4
9021;31/05/2022;4;10;1;36;2
9022;01/06/2022;3;1;12;37;4
9023;01/06/2022;2;1;8;34;1
9024;01/06/2022;2;1;3;35;1
9025;01/06/2022;3;1;10;35;4
9026;01/06/2022;2;1;20;39;1
9027;01/06/2022;3;1;23;37;4
9028;01/06/2022;3;1;20;35;2
9029;01/06/2022;3;2;9;37;4
9030;01/06/2022;2;2;13;35;4
9031;01/06/2022;2;2;9;38;1
9032;01/06/2022;3;2;7;33;5
9033;01/06/2022;2;2;25;33;1
9034;01/06/2022;3;3;17;38;5
9035;01/06/2022;3;3;28;34;1
9036;01/06/2022;2;3;28;36;5
9037;01/06/2022;3;3;32;35;5
9038;01/06/2022;2;3;21;35;2
9039;01/06/2022;2;3;19;39;1
9040;01/06/2022;4;4;24;38;1
9041;01/06/2022;4;4;27;35;2
9042;01/06/2022;2;4;9;35;2
9043;01/06/2022;2;4;6;38;1
9044;01/06/2022;3;4;9;37;2
9045;01/06/2022;2;5;8;35;5
9046;01/06/2022;4;5;10;33;1
9047;01/06/2022;4;5;3;34;2
9048;01/06/2022;3;5;16;38;1
9049;01/06/2022;2;5;7;37;2
9050;01/06/2022;2;5;2;34;1
9051;01/06/2022;4;5;28;37;1
9052;01/06/2022;4;5;30;38;1
9053;01/06/2022;4;6;28;39;5
9054;01/06/2022;3;6;15;37;1
9055;01/06/2022;2;6;22;37;1
9056;01/06/2022;2;6;19;38;1
9057;01/06/2022;2;6;14;33;4
9058;01/06/2022;2;7;29;34;5
9059;01/06/2022;4;7;19;35;2
9060;01/06/2022;2;7;25;38;3
9061;01/06/2022;4;8;28;33;5
9062;01/06/2022;2;8;9;38;4
9063;01/06/2022;3;8;16;37;1
9064;01/06/2022;2;8;2;39;1
9065;01/06/2022;2;8;3;39;1
9066;01/06/2022;3;8;11;34;1
9067;01/06/2022;4;8;28;39;1
9068;01/06/2022;3;8;4;37;4
9069;01/06/2022;2;8;15;36;1
9070;01/06/2022;2;9;21;36;1
9071;01/06/2022;3;9;0;36;1
9072;01/06/2022;2;9;2;39;4
9073;01/06/2022;3;10;23;34;1
9074;01/06/2022;2;10;12;37;1
9075;01/06/2022;2;10;0;33;5
9076;01/06/2022;4;10;3;39;1
9077;01/06/2022;2;10;13;35;5
9078;01/06/2022;4;10;2;36;5
9079;01/06/2022;2;10;18;39;4
9080;01/06/2022;3;10;10;36;1
9081;02/06/2022;4;1;12;35;3
9082;02/06/2022;3;1;29;33;1
9083;02/06/2022;2;1;28;36;4
9084;02/06/2022;2;2;3;33;2
9085;02/06/2022;4;2;16;39;3
9086;02/06/2022;2;2;10;33;2
9087;02/06/2022;3;2;6;38;5
9088;02/06/2022;3;2;24;39;1
9089;02/06/2022;2;2;2;34;2
9090;02/06/2022;3;3;28;35;4
9091;02/06/2022;2;3;28;33;1
9092;02/06/2022;3;3;3;37;3
9093;02/06/2022;2;3;9;38;1
9094;02/06/2022;4;3;11;33;1
9095;02/06/2022;2;3;14;34;4
9096;02/06/2022;2;3;15;38;2
9097;02/06/2022;3;3;30;38;5
9098;02/06/2022;2;3;29;39;1
9099;02/06/2022;2;3;25;39;1
9100;02/06/2022;4;3;23;35;2
9101;02/06/2022;2;3;0;37;3
9102;02/06/2022;4;4;20;36;1
9103;02/06/2022;4;4;29;39;1
9104;02/06/2022;3;5;18;35;3
9105;02/06/2022;3;5;13;38;1
9106;02/06/2022;2;5;15;36;1
9107;02/06/2022;3;5;2;39;3
9108;02/06/2022;3;5;21;36;4
9109;02/06/2022;3;5;6;36;5
9110;02/06/2022;3;5;24;37;2
9111;02/06/2022;4;6;19;33;1
9112;02/06/2022;2;6;19;38;4
9113;02/06/2022;4;6;14;37;5
9114;02/06/2022;2;6;6;33;1
9115;02/06/2022;2;6;22;33;1
9116;02/06/2022;4;6;4;39;1
9117;02/06/2022;3;6;27;35;5
9118;02/06/2022;4;6;9;39;1
9119;02/06/2022;2;7;24;35;4
9120;02/06/2022;4;7;30;37;3
9121;02/06/2022;4;7;0;37;4
9122;02/06/2022;4;7;7;37;4
9123;02/06/2022;2;7;12;36;1
9124;02/06/2022;4;7;6;34;2
9125;02/06/2022;2;7;4;36;1
9126;02/06/2022;3;8;21;34;1
9127;02/06/2022;3;8;24;34;4
9128;02/06/2022;3;8;9;33;1
9129;02/06/2022;2;8;17;33;1
9130;02/06/2022;2;8;29;38;1
9131;02/06/2022;2;8;26;33;4
9132;02/06/2022;2;8;32;37;3
9133;02/06/2022;3;8;2;36;1
9134;02/06/2022;2;9;16;36;3
9135;02/06/2022;3;9;0;39;3
9136;02/06/2022;2;9;31;35;4
9137;02/06/2022;2;9;13;39;2
9138;02/06/2022;3;9;28;35;2
9139;02/06/2022;2;10;25;39;4
9140;02/06/2022;2;10;6;37;2
9141;02/06/2022;4;10;30;37;5
9142;02/06/2022;3;10;3;38;1
9143;02/06/2022;3;10;14;35;5
9144;02/06/2022;4;10;2;35;1
9145;02/06/2022;2;10;12;36;3
9146;03/06/2022;2;1;21;38;4
9147;03/06/2022;3;1;29;39;3
9148;03/06/2022;2;1;30;38;1
9149;03/06/2022;4;1;0;36;1
9150;03/06/2022;3;1;11;33;3
9151;03/06/2022;2;2;14;34;3
9152;03/06/2022;4;2;10;38;4
9153;03/06/2022;2;2;6;34;5
9154;03/06/2022;4;3;6;36;2
9155;03/06/2022;3;3;27;37;1
9156;03/06/2022;3;3;17;34;1
9157;03/06/2022;4;3;28;35;1
9158;03/06/2022;2;3;11;34;1
9159;03/06/2022;3;3;31;36;1
9160;03/06/2022;2;4;23;35;1
9161;03/06/2022;3;4;8;36;5
9162;03/06/2022;2;4;18;38;4
9163;03/06/2022;4;4;20;34;1
9164;03/06/2022;4;4;26;36;2
9165;03/06/2022;4;4;2;39;1
9166;03/06/2022;2;4;27;39;2
9167;03/06/2022;2;4;4;33;1
9168;03/06/2022;4;4;7;37;1
9169;03/06/2022;4;5;23;34;4
9170;03/06/2022;4;5;28;35;5
